Date,Party,Total,Narration,Is_Fraud,is_round,is_q_end,v_count,kw_flag
2025-09-29,Viswanathan-Sur,25000.0,Monthly Office Rent,1,1,1,1,0
2024-03-20,Narula-Dubey,61022.29,Payment for Electricity Bill Payment - Inv #477,0,0,1,1,0
2024-10-11,"Ben, Shroff and Yogi",22024.87,Payment for Professional Charges - Inv #208,0,0,0,1,0
2026-02-09,Shroff-Mane,60568.56,Payment for Professional Charges - Inv #482,0,0,0,1,0
2025-07-06,"Narula, Bhalla and Wali",27743.13,Payment for Internet Charges - Inv #476,0,0,0,1,0
2026-02-21,Khare-Taneja,5000.0,Payment for Internet Charges - Inv #975,0,1,0,1,0
2024-10-13,Mann and Sons,42191.56,Payment for Stationery Purchase - Inv #120,0,0,0,1,0
2024-09-21,Krishna-Salvi,4688.65,Payment for Internet Charges - Inv #702,0,0,1,1,0
2024-12-27,Singhal-Viswanathan,5000.0,Payment for Internet Charges - Inv #396,0,1,1,1,0
2026-01-13,Varkey-Chana,36444.34,Payment for Staff Salary - Inv #353,0,0,0,1,0
2024-10-20,"Pandya, Tata and Agarwal",20907.73,Payment for Internet Charges - Inv #347,0,0,0,1,0
2025-01-26,"Iyer, Chakraborty and Nagar",14982.14,Payment for Stationery Purchase - Inv #637,0,0,0,1,0
2025-07-18,Kata-Dara,50000.0,Payment for Internet Charges - Inv #784,0,1,0,1,0
2025-04-05,"Dara, Mody and Baral",76695.54,Payment for Electricity Bill Payment - Inv #575,0,0,0,1,0
2025-01-23,Acharya Inc,1487.48,Payment for Electricity Bill Payment - Inv #191,0,0,0,1,0
2025-08-01,"Mani, Kar and Deol",43876.83,Payment for Professional Charges - Inv #460,0,0,0,1,0
2024-06-01,"Wali, Gade and Divan",50000.0,Payment for Internet Charges - Inv #881,0,1,1,1,0
2025-04-19,"Ratta, Lall and Nagy",10000.0,Payment for Internet Charges - Inv #528,0,1,0,1,0
2024-03-20,Shanker LLC,46634.07,Payment for Staff Salary - Inv #223,0,0,1,1,0
2024-05-26,"Subramanian, Anne and Yogi",64520.36,Payment for Electricity Bill Payment - Inv #417,0,0,0,1,0
2024-06-11,Nagar and Sons,27013.19,Payment for Monthly Office Rent - Inv #865,0,0,1,1,0
2025-03-23,Deol and Sons,50000.0,Payment for Internet Charges - Inv #841,0,1,1,1,0
2025-04-25,"Comar, Tripathi and Barad",17920.41,Payment for Stationery Purchase - Inv #651,0,0,0,1,0
2025-09-04,Narula PLC,22212.37,Payment for Staff Salary - Inv #642,0,0,1,1,0
2024-10-10,"Dutt, Hans and Bal",2984.04,Payment for Staff Salary - Inv #157,0,0,0,1,0
2026-02-13,Pandya and Sons,65495.65,Payment for Staff Salary - Inv #167,0,0,0,1,0
2024-08-16,Rau and Sons,10000.0,Petty cash reimbursement,0,1,0,1,1
2024-07-23,Yohannan Group,78218.26,Payment for Professional Charges - Inv #629,0,0,0,1,0
2024-10-12,Bora and Sons,50000.0,Monthly Office Rent,1,1,0,1,0
2024-08-27,Tripathi and Sons,14813.85,Payment for Electricity Bill Payment - Inv #777,0,0,0,1,0
2025-02-14,Sharma Inc,3042.79,Payment for Internet Charges - Inv #296,0,0,0,1,0
2025-08-26,Bhagat PLC,10000.0,Payment for Staff Salary - Inv #998,0,1,0,1,0
2024-05-25,Mitra Ltd,5426.4,Payment for Monthly Office Rent - Inv #694,0,0,0,1,0
2024-06-23,"Raman, Sem and Prakash",22057.03,Payment for Internet Charges - Inv #729,0,0,1,1,0
2024-08-20,Pandit-Vora,69460.93,Payment for Stationery Purchase - Inv #196,0,0,0,1,0
2024-05-28,Deep PLC,18044.5,Payment for Internet Charges - Inv #278,0,0,0,1,0
2025-08-29,"Varghese, Sarkar and Contractor",21732.16,Payment for Monthly Office Rent - Inv #375,0,0,0,1,0
2024-10-22,Mand-Konda,48366.36,Payment for Stationery Purchase - Inv #717,0,0,0,1,0
2025-12-31,"Grover, Gopal and Virk",74785.28,Payment for Professional Charges - Inv #861,0,0,1,1,0
2024-12-23,"Dayal, Mane and Sachar",15000.0,Payment for Professional Charges - Inv #858,0,1,1,1,0
2025-06-09,Yadav Ltd,5000.0,Payment for Monthly Office Rent - Inv #497,0,1,1,1,0
2024-07-10,Vaidya-Rao,6901.73,Payment for personal expense,1,0,0,1,1
2026-01-28,Memon Ltd,10000.0,Payment for Monthly Office Rent - Inv #676,0,1,0,1,0
2025-12-16,Malhotra Inc,25000.0,Payment for Staff Salary - Inv #854,0,1,1,1,0
2024-10-06,Savant-Misra,25000.0,Payment for Professional Charges - Inv #176,0,1,0,1,0
2024-06-18,"Gara, Luthra and Hora",25000.0,Payment for Staff Salary - Inv #628,0,1,1,1,0
2026-02-18,"Karnik, Bhavsar and Kaur",50000.0,Petty cash reimbursement,0,1,0,1,1
2025-11-23,Patla-Agarwal,5000.0,Payment for Internet Charges - Inv #968,0,1,0,1,0
2025-10-24,Lad-Munshi,27171.11,Payment for Staff Salary - Inv #497,0,0,0,1,0
2025-04-14,"Ganesan, Dhillon and Kari",64084.13,Payment for Staff Salary - Inv #410,0,0,0,1,0
2024-11-10,"Prakash, Ratti and Puri",4029.57,Payment for Professional Charges - Inv #924,0,0,0,1,0
2024-03-12,"Kala, Chakraborty and Naik",7333.41,Payment for Staff Salary - Inv #674,0,0,1,1,0
2025-08-07,"Sharaf, Deshmukh and Rau",69409.16,Payment for Staff Salary - Inv #896,0,0,0,1,0
2026-01-24,"Bhalla, Anne and D’Alia",69425.67,Payment for Monthly Office Rent - Inv #759,0,0,0,1,0
2024-03-08,Bhatt Group,20892.61,Payment for Electricity Bill Payment - Inv #326,0,0,1,1,0
2024-07-06,"Anand, Wali and Som",78416.58,Payment for Staff Salary - Inv #867,0,0,0,1,0
2025-02-14,Deo-Puri,11776.57,Payment for split expense,1,0,0,1,1
2024-04-17,"Mishra, Devan and Parikh",52241.16,Payment for Professional Charges - Inv #891,0,0,0,1,0
2026-02-08,Wali-Sood,10000.0,Payment for Electricity Bill Payment - Inv #774,0,1,0,1,0
2025-08-30,Agrawal and Sons,1998.07,Payment for Staff Salary - Inv #725,0,0,0,1,0
2025-05-29,Bath-Sawhney,18175.97,Payment for Internet Charges - Inv #865,0,0,0,1,0
2025-10-24,"Dua, Murty and Sule",50000.0,Electricity Bill Payment,1,1,0,1,0
2025-03-25,Bala Ltd,50000.0,Payment for Professional Charges - Inv #256,0,1,1,1,0
2025-10-11,Setty-Dass,15270.0,Payment for Staff Salary - Inv #433,0,0,0,1,0
2024-10-21,Thakur Group,69985.37,Payment for Internet Charges - Inv #755,0,0,0,1,0
2024-09-07,Amble-Subramanian,59682.98,Payment for Staff Salary - Inv #557,0,0,1,1,0
2024-10-18,Varty-Atwal,6360.53,Payment for personal expense,1,0,0,1,1
2025-06-14,Madan PLC,6405.66,Payment for Monthly Office Rent - Inv #986,0,0,1,1,0
2025-02-02,"Krishnamurthy, Biswas and Date",5000.0,Petty cash reimbursement,0,1,0,1,1
2025-11-08,Sachdeva-Narayan,10000.0,Payment for Electricity Bill Payment - Inv #369,0,1,0,1,0
2024-03-26,Borde-Dhar,78353.86,Payment for Electricity Bill Payment - Inv #666,0,0,1,1,0
2024-09-21,Nath-Vaidya,10000.0,Payment for Monthly Office Rent - Inv #202,1,1,1,1,0
2025-12-30,"Bath, Datta and Srinivasan",50220.1,Payment for Professional Charges - Inv #457,0,0,1,1,0
2025-08-09,Bandi-Sem,61477.74,Payment for Monthly Office Rent - Inv #856,0,0,0,1,0
2025-07-11,Bhattacharyya LLC,13581.12,Payment for Internet Charges - Inv #489,0,0,0,1,0
2024-12-11,Korpal Inc,25000.0,Payment for urgent expense,1,1,1,1,1
2025-08-27,Verma PLC,25000.0,Staff Salary,1,1,0,1,0
2025-04-07,Palan Ltd,5000.0,Payment for Internet Charges - Inv #171,0,1,0,1,0
2025-01-13,"Krish, Borah and Buch",51876.79,Payment for Staff Salary - Inv #696,0,0,0,1,0
2025-06-10,"Pillai, Badal and Jha",65808.15,Payment for Monthly Office Rent - Inv #570,0,0,1,1,0
2024-08-03,Johal-Rattan,15000.0,Payment for Internet Charges - Inv #843,0,1,0,1,0
2025-09-08,Muni-Rana,54513.64,Payment for Monthly Office Rent - Inv #996,0,0,1,1,0
2025-09-08,Butala-Murthy,17748.52,Payment for Professional Charges - Inv #651,0,0,1,1,0
2026-01-29,Narayan Ltd,7473.16,Payment for Internet Charges - Inv #540,0,0,0,1,0
2024-03-20,Sarma Group,50000.0,Professional Charges,1,1,1,1,0
2025-05-17,"Pal, Rajagopalan and Nazareth",67779.19,Payment for Monthly Office Rent - Inv #755,0,0,0,1,0
2024-04-27,Vasa and Sons,68765.26,Payment for Monthly Office Rent - Inv #177,0,0,0,1,0
2025-05-30,"Vora, Johal and Tank",56467.37,Payment for Monthly Office Rent - Inv #364,0,0,0,1,0
2024-11-09,Keer Ltd,25000.0,Payment for Internet Charges - Inv #616,0,1,0,1,0
2024-07-22,Varma PLC,34392.71,Payment for Stationery Purchase - Inv #991,0,0,0,1,0
2024-08-12,Gola-Lad,15000.0,Payment for personal expense,1,1,0,1,1
2024-06-13,Datta-Zacharia,43194.8,Payment for Monthly Office Rent - Inv #702,0,0,1,1,0
2025-11-20,Divan Group,10000.0,Staff Salary,1,1,0,1,0
2025-04-15,Saha-Chaudry,70947.27,Payment for Electricity Bill Payment - Inv #832,1,0,0,1,0
2025-09-14,Dewan Inc,71788.49,Payment for Monthly Office Rent - Inv #740,0,0,1,1,0
2024-11-07,Parmer-Palla,25000.0,Payment for Stationery Purchase - Inv #388,0,1,0,1,0
2025-07-16,"Ahluwalia, Ravel and Upadhyay",46679.02,Payment for Monthly Office Rent - Inv #512,0,0,0,1,0
2024-06-07,"Ramakrishnan, Gokhale and Mody",15000.0,Payment for Internet Charges - Inv #632,0,1,1,1,0
2024-08-03,"Prabhu, Rama and Parekh",61044.04,Payment for Professional Charges - Inv #210,0,0,0,1,0
2024-08-15,Kota-Lad,41162.98,Payment for Monthly Office Rent - Inv #234,0,0,0,1,0
2024-06-11,"Sarna, Gill and Dua",19336.74,Payment for Staff Salary - Inv #621,0,0,1,1,0
2025-04-19,"Deol, Bhasin and Savant",50000.0,Payment for Stationery Purchase - Inv #244,0,1,0,1,0
2024-12-08,"Doshi, Mandal and Mani",4009.34,Payment for Electricity Bill Payment - Inv #852,0,0,1,1,0
2024-06-14,Goda-Dewan,61237.83,Payment for Professional Charges - Inv #910,0,0,1,1,0
2025-06-30,"Magar, Sathe and Sathe",25000.0,Payment for Stationery Purchase - Inv #171,0,1,1,1,0
2026-02-12,"Tailor, Ganguly and Chaudhuri",17182.86,Payment for Staff Salary - Inv #741,0,0,0,1,0
2025-02-20,"Batra, Chaudhari and Malhotra",40327.14,Payment for Professional Charges - Inv #401,0,0,0,1,0
2025-01-26,"Mani, Swaminathan and Virk",50000.0,Payment for Staff Salary - Inv #378,0,1,0,1,0
2024-10-18,Sawhney-Aurora,50000.0,Payment for Internet Charges - Inv #453,0,1,0,1,0
2024-05-08,Swamy-Kapur,5820.59,Petty cash reimbursement,0,0,0,1,1
2025-01-25,"Dugal, Mangat and Maharaj",7371.29,Payment for Stationery Purchase - Inv #903,0,0,0,1,0
2025-10-03,Bala Inc,59026.79,Payment for Professional Charges - Inv #481,0,0,0,1,0
2024-04-05,Jaggi PLC,19172.87,Payment for Internet Charges - Inv #199,0,0,0,1,0
2024-07-16,"Thakur, Bandi and Mallick",15000.0,Payment for Electricity Bill Payment - Inv #691,0,1,0,1,0
2025-01-29,"Tella, Sarma and Din",50000.0,Payment for Professional Charges - Inv #693,0,1,0,1,0
2026-01-10,"Bumb, Issac and Anand",28955.59,Payment for Electricity Bill Payment - Inv #626,0,0,0,1,0
2025-07-28,"Chopra, Purohit and Srinivasan",30403.31,Payment for Stationery Purchase - Inv #783,0,0,0,1,0
2025-04-12,Batta-Walla,25000.0,Payment for Electricity Bill Payment - Inv #917,0,1,0,1,0
2024-07-06,"Butala, Chad and Kunda",5765.87,Payment for Staff Salary - Inv #329,0,0,0,1,0
2025-04-20,"Minhas, Chaudhry and Kara",23271.12,Payment for Internet Charges - Inv #424,0,0,0,1,0
2025-08-07,Koshy PLC,68680.51,Payment for Electricity Bill Payment - Inv #481,0,0,0,1,0
2025-08-28,"Uppal, Warrior and Shetty",21010.82,Payment for Professional Charges - Inv #946,0,0,0,1,0
2024-08-03,Solanki-Solanki,48087.7,Payment for Staff Salary - Inv #371,0,0,0,1,0
2025-08-15,Balasubramanian LLC,25000.0,Staff Salary,1,1,0,1,0
2024-11-02,Talwar-Murthy,70950.41,Payment for Internet Charges - Inv #517,0,0,0,1,0
2025-08-01,Badami-Dara,53033.97,Payment for Staff Salary - Inv #384,0,0,0,1,0
2025-09-20,"Badal, Patil and Morar",8696.62,Payment for Electricity Bill Payment - Inv #539,0,0,1,1,0
2025-12-31,Balan Inc,47634.96,Payment for Monthly Office Rent - Inv #554,0,0,1,1,0
2025-08-25,"Verma, Pandya and Tara",50000.0,Stationery Purchase,1,1,0,1,0
2025-05-22,"Chakrabarti, Prabhu and Patla",7275.99,Payment for Professional Charges - Inv #394,0,0,0,1,0
2024-06-07,"Saran, Sharaf and Kashyap",57769.5,Payment for Internet Charges - Inv #883,0,0,1,1,0
2024-07-29,Karnik-Uppal,25000.0,Payment for Internet Charges - Inv #922,0,1,0,1,0
2025-02-07,Rama-De,30920.64,Payment for Electricity Bill Payment - Inv #757,0,0,0,1,0
2026-01-24,Pandya-Pant,6322.57,Payment for Professional Charges - Inv #589,0,0,0,1,0
2025-06-20,Gour-Jayaraman,10000.0,Payment for Monthly Office Rent - Inv #893,0,1,1,1,0
2025-08-15,"Soman, Konda and Doctor",25000.0,Payment for Internet Charges - Inv #844,0,1,0,1,0
2024-09-28,Chad and Sons,10000.0,Payment for Monthly Office Rent - Inv #562,0,1,1,1,0
2025-06-17,"Lalla, Vohra and Khosla",47359.76,Payment for Stationery Purchase - Inv #951,0,0,1,1,0
2025-01-17,"Barad, Tata and Bhavsar",36039.33,Payment for Professional Charges - Inv #959,0,0,0,1,0
2025-08-13,Doshi Group,50000.0,Payment for Internet Charges - Inv #675,0,1,0,1,0
2024-12-12,"Chanda, Guha and Mukherjee",50000.0,Payment for Internet Charges - Inv #898,0,1,1,1,0
2025-06-28,Narang-Dani,43405.41,Payment for Stationery Purchase - Inv #104,0,0,1,1,0
2025-10-27,"Baria, Bhasin and Bajaj",57644.6,Payment for Monthly Office Rent - Inv #775,0,0,0,1,0
2025-11-15,Bhatt and Sons,25000.0,Professional Charges,1,1,0,1,0
2024-09-29,"Upadhyay, Mand and Pandit",28366.74,Payment for Electricity Bill Payment - Inv #319,0,0,1,1,0
2025-03-01,Murty Ltd,10000.0,Payment for Staff Salary - Inv #617,1,1,1,1,0
2025-10-18,"Saxena, Chander and Kashyap",73027.72,Payment for cash expense,1,0,0,1,1
2026-01-13,Mukhopadhyay Inc,27153.22,Payment for Internet Charges - Inv #189,0,0,0,1,0
2024-03-28,"Johal, Kalla and Mani",50000.0,Payment for Stationery Purchase - Inv #126,0,1,1,1,0
2025-07-17,Sandal Inc,27355.89,Payment for Monthly Office Rent - Inv #520,0,0,0,1,0
2025-06-20,Sami-Sathe,42245.49,Payment for Professional Charges - Inv #970,0,0,1,1,0
2025-05-05,"Magar, Ganesh and Narayan",44705.62,Payment for cash expense,1,0,0,1,1
2024-09-16,Prashad-Jhaveri,22664.44,Payment for Monthly Office Rent - Inv #209,0,0,1,1,0
2026-01-19,Choudhary Group,25000.0,Payment for Professional Charges - Inv #448,0,1,0,1,0
2025-09-19,Bava Inc,15000.0,Payment for Monthly Office Rent - Inv #625,0,1,1,1,0
2025-03-16,"Minhas, Misra and Dave",5000.0,Payment for Staff Salary - Inv #924,0,1,1,1,0
2025-07-23,"Yadav, Seshadri and Singh",42789.57,Payment for Staff Salary - Inv #923,0,0,0,1,0
2025-11-04,Zachariah Group,69386.48,Payment for Stationery Purchase - Inv #174,0,0,0,1,0
2024-04-26,Vora Inc,8684.91,Payment for Professional Charges - Inv #958,0,0,0,1,0
2025-09-22,Sachdev and Sons,45154.03,Payment for Stationery Purchase - Inv #414,0,0,1,1,0
2025-11-20,"Banerjee, Raja and Chada",48273.32,Payment for Stationery Purchase - Inv #193,0,0,0,1,0
2025-06-04,Khosla LLC,76377.43,Payment for Stationery Purchase - Inv #176,0,0,1,1,0
2025-07-19,Modi-Kulkarni,3564.66,Petty cash reimbursement,0,0,0,1,1
2026-01-27,Naik-Vohra,73118.64,Payment for Monthly Office Rent - Inv #895,0,0,0,1,0
2026-02-15,Varty-Grewal,25000.0,Payment for Monthly Office Rent - Inv #284,0,1,0,1,0
2025-04-19,D’Alia-Salvi,7271.39,Petty cash reimbursement,0,0,0,1,1
2024-05-15,Rege LLC,15000.0,Payment for Monthly Office Rent - Inv #118,0,1,0,1,0
2024-03-28,Misra-Iyengar,48613.02,Payment for Electricity Bill Payment - Inv #899,0,0,1,1,0
2025-05-04,"Kapur, Magar and Pingle",40847.96,Payment for cash expense,1,0,0,1,1
2025-03-11,Maharaj-Dua,25096.76,Payment for Internet Charges - Inv #100,0,0,1,1,0
2024-08-26,Mitter-Prakash,7766.49,Payment for Professional Charges - Inv #791,0,0,0,1,0
2025-01-01,"Chandran, Goswami and Samra",68814.69,Payment for Professional Charges - Inv #230,0,0,0,1,0
2025-03-11,Pall Group,48841.1,Payment for Professional Charges - Inv #757,0,0,1,1,0
2024-03-05,Mahal-Narang,22951.95,Payment for Internet Charges - Inv #399,0,0,1,1,0
2025-08-19,"Bahl, Oza and Rana",23180.19,Payment for Monthly Office Rent - Inv #340,0,0,0,1,0
2025-09-03,Narayan-Venkataraman,50000.0,Payment for Staff Salary - Inv #870,0,1,1,1,0
2024-04-09,Upadhyay-Sarin,5000.0,Petty cash reimbursement,0,1,0,1,1
2025-05-04,Nagi-Om,25000.0,Payment for Internet Charges - Inv #206,0,1,0,1,0
2025-08-16,Sastry Ltd,41467.16,Payment for Professional Charges - Inv #636,0,0,0,1,0
2024-08-19,Bala-Kulkarni,5000.0,Payment for Stationery Purchase - Inv #677,0,1,0,1,0
2025-05-13,Gara-Grewal,36473.56,Payment for Staff Salary - Inv #762,0,0,0,1,0
2024-09-17,Wable LLC,46799.28,Payment for Professional Charges - Inv #341,0,0,1,1,0
2024-11-25,Subramanian Ltd,63906.92,Payment for Stationery Purchase - Inv #431,1,0,0,1,0
2025-05-21,Natarajan-Rao,10158.47,Payment for Stationery Purchase - Inv #740,0,0,0,1,0
2025-04-27,"Sibal, Misra and Dutta",10000.0,Petty cash reimbursement,0,1,0,1,1
2024-04-02,Kanda Ltd,63904.25,Payment for Electricity Bill Payment - Inv #953,0,0,0,1,0
2026-02-28,Agate-Pau,10116.36,Payment for adjustment expense,1,0,0,1,1
2024-07-07,"Amble, Pathak and Nanda",50000.0,Payment for Professional Charges - Inv #837,0,1,0,1,0
2025-01-15,Chowdhury and Sons,20025.22,Payment for Internet Charges - Inv #376,0,0,0,1,0
2024-07-30,Kala-Bhatt,20160.6,Payment for Electricity Bill Payment - Inv #837,0,0,0,1,0
2024-08-18,Parsa Ltd,15000.0,Payment for Professional Charges - Inv #395,1,1,0,1,0
2024-11-27,Kadakia-Nayak,53340.2,Payment for Monthly Office Rent - Inv #155,0,0,0,1,0
2024-09-26,Nigam-Grewal,13615.82,Payment for Electricity Bill Payment - Inv #332,1,0,1,1,0
2024-10-29,Zachariah and Sons,25000.0,Payment for Electricity Bill Payment - Inv #113,0,1,0,1,0
2026-02-12,Deol Ltd,53634.46,Payment for Internet Charges - Inv #969,0,0,0,1,0
2025-10-21,Thaker-Desai,66921.35,Payment for Stationery Purchase - Inv #908,0,0,0,1,0
2025-05-19,"Vasa, Borah and Narayanan",50000.0,Payment for Internet Charges - Inv #696,0,1,0,1,0
2024-12-21,Tiwari and Sons,64044.66,Payment for Electricity Bill Payment - Inv #997,0,0,1,1,0
2025-05-08,Singhal PLC,43214.28,Payment for Internet Charges - Inv #212,0,0,0,1,0
2024-06-19,"Merchant, Salvi and Borde",48332.97,Payment for Monthly Office Rent - Inv #929,0,0,1,1,0
2024-05-03,"Gulati, Mahajan and Oak",29317.28,Payment for Staff Salary - Inv #610,0,0,0,1,0
2024-11-28,"Zachariah, Ganesh and Yohannan",15000.0,Payment for Staff Salary - Inv #822,0,1,0,1,0
2024-08-09,Bahri PLC,30798.63,Payment for Electricity Bill Payment - Inv #806,0,0,0,1,0
2025-08-08,"Karnik, Mangat and Subramanian",45814.36,Payment for Staff Salary - Inv #945,0,0,0,1,0
2024-12-22,Bava-Chawla,26726.05,Payment for Monthly Office Rent - Inv #537,0,0,1,1,0
2025-06-25,"Garde, Nagarajan and Bhasin",79201.1,Payment for Electricity Bill Payment - Inv #155,0,0,1,1,0
2024-12-28,"Krishna, Rattan and Prasad",25000.0,Payment for Internet Charges - Inv #138,0,1,1,1,0
2025-12-25,Swamy-Solanki,73062.51,Payment for Internet Charges - Inv #563,0,0,1,1,0
2024-12-28,Soman Group,25000.0,Payment for Monthly Office Rent - Inv #499,0,1,1,1,0
2024-09-09,Jayaraman-Babu,58402.64,Payment for Internet Charges - Inv #703,0,0,1,1,0
2025-07-23,Salvi-Barad,36377.59,Payment for Monthly Office Rent - Inv #538,0,0,0,1,0
2025-03-22,Goel-Mital,10000.0,Payment for Staff Salary - Inv #173,0,1,1,1,0
2024-05-10,Majumdar Inc,6567.88,Payment for Professional Charges - Inv #506,0,0,0,1,0
2025-09-03,Mahajan-Palan,50000.0,Payment for Stationery Purchase - Inv #381,0,1,1,1,0
2025-09-22,Sarma-Jayaraman,71984.93,Payment for Internet Charges - Inv #461,0,0,1,1,0
2025-06-01,Rama-Jhaveri,54131.81,Payment for Monthly Office Rent - Inv #977,1,0,1,1,0
2025-08-30,Ratta Inc,57223.76,Payment for Stationery Purchase - Inv #771,0,0,0,1,0
2025-06-14,Swamy-Jhaveri,50000.0,Payment for adjustment expense,1,1,1,1,1
2025-11-10,Goswami-Krishna,75017.42,Payment for Electricity Bill Payment - Inv #362,0,0,0,1,0
2024-12-02,"Bava, Butala and Sani",76003.53,Payment for Internet Charges - Inv #525,0,0,1,1,0
2025-04-18,Mody PLC,79119.21,Payment for Stationery Purchase - Inv #850,0,0,0,1,0
2025-02-28,Chopra-Agarwal,25000.0,Payment for Stationery Purchase - Inv #461,0,1,0,1,0
2025-11-22,"Baria, Khatri and Loyal",6723.8,Payment for Monthly Office Rent - Inv #169,0,0,0,1,0
2025-12-30,"Manda, Oza and Thaman",17752.0,Payment for Monthly Office Rent - Inv #404,0,0,1,1,0
2024-08-12,Ranganathan PLC,10000.0,Payment for Monthly Office Rent - Inv #736,0,1,0,1,0
2025-10-09,Borah LLC,27165.72,Payment for Professional Charges - Inv #134,0,0,0,1,0
2024-12-20,"Grover, Jhaveri and Bhatia",100000.0,Internet Charges,1,1,1,1,0
2024-07-11,Basu Group,32518.24,Payment for Staff Salary - Inv #663,0,0,0,1,0
2025-05-23,"Srinivas, Sawhney and Prabhu",15000.0,Payment for Electricity Bill Payment - Inv #564,0,1,0,1,0
2024-12-08,Ravi and Sons,61846.75,Payment for Monthly Office Rent - Inv #690,0,0,1,1,0
2025-08-08,"Menon, Mody and Shroff",28861.34,Payment for Staff Salary - Inv #167,0,0,0,1,0
2024-05-11,"Bala, Banik and Gopal",32622.76,Payment for Internet Charges - Inv #189,0,0,0,1,0
2025-05-09,Jayaraman LLC,64321.98,Payment for Internet Charges - Inv #583,0,0,0,1,0
2025-10-01,Hayre-Khanna,10000.0,Payment for Electricity Bill Payment - Inv #336,0,1,0,1,0
2025-05-12,"Dasgupta, Trivedi and Golla",10000.0,Payment for Stationery Purchase - Inv #762,0,1,0,1,0
2025-08-21,Sankaran-Sood,22450.65,Petty cash reimbursement,0,0,0,1,1
2026-01-05,Pal-Hayer,29793.77,Payment for Staff Salary - Inv #191,0,0,0,1,0
2024-09-24,Singh LLC,17374.9,Payment for Stationery Purchase - Inv #684,0,0,1,1,0
2025-08-30,Pau Group,100000.0,Monthly Office Rent,1,1,0,1,0
2024-12-03,Kumer-Dixit,16753.74,Payment for Monthly Office Rent - Inv #492,0,0,1,1,0
2025-07-27,Butala-Arora,71267.1,Payment for Stationery Purchase - Inv #982,0,0,0,1,0
2024-11-28,"Chhabra, Palla and Wadhwa",29038.63,Payment for Professional Charges - Inv #915,0,0,0,1,0
2024-08-17,Ranganathan-Johal,15000.0,Payment for personal expense,1,1,0,1,1
2025-10-13,Bhavsar PLC,13886.86,Payment for Monthly Office Rent - Inv #318,0,0,0,1,0
2026-01-31,Desai LLC,27828.57,Payment for Monthly Office Rent - Inv #819,0,0,0,1,0
2026-02-14,Mody-Warrior,1839.21,Payment for Stationery Purchase - Inv #170,0,0,0,1,0
2024-10-21,Bali-Shere,50000.0,Payment for Staff Salary - Inv #671,0,1,0,1,0
2024-11-30,Ramaswamy-Toor,53212.56,Payment for Staff Salary - Inv #306,0,0,0,1,0
2025-06-02,Oza and Sons,15003.81,Payment for Monthly Office Rent - Inv #266,0,0,1,1,0
2025-01-02,Shan Inc,50000.0,Payment for Professional Charges - Inv #239,0,1,0,1,0
2025-01-05,Ravi-Vaidya,50872.42,Payment for Staff Salary - Inv #412,0,0,0,1,0
2025-09-17,Balay-Naik,10000.0,Payment for Staff Salary - Inv #558,0,1,1,1,0
2024-05-18,"Palan, Chokshi and Magar",4581.74,Payment for Monthly Office Rent - Inv #286,0,0,0,1,0
2024-07-12,Raju-Tata,16673.38,Payment for Electricity Bill Payment - Inv #431,0,0,0,1,0
2026-01-31,"Ray, Gokhale and Bhalla",61094.47,Payment for Staff Salary - Inv #943,0,0,0,1,0
2024-09-02,Bassi Group,50000.0,Payment for Electricity Bill Payment - Inv #815,0,1,1,1,0
2026-02-24,Kala Ltd,52504.75,Payment for Stationery Purchase - Inv #364,0,0,0,1,0
2025-12-22,Kota-Sahni,74796.79,Payment for Staff Salary - Inv #898,0,0,1,1,0
2024-07-01,Madan-Das,50000.0,Payment for Internet Charges - Inv #826,0,1,0,1,0
2024-06-19,Gala Inc,25000.0,Payment for Staff Salary - Inv #218,0,1,1,1,0
2024-05-23,"Prabhu, Banik and Karpe",10000.0,Internet Charges,1,1,0,1,0
2025-12-18,Ben Inc,74361.62,Payment for Stationery Purchase - Inv #507,0,0,1,1,0
2024-04-11,"Chandra, Mall and Butala",15983.49,Payment for split expense,1,0,0,1,1
2024-11-17,"Dutt, Murthy and Ganesh",37868.22,Payment for Internet Charges - Inv #476,0,0,0,1,0
2025-10-10,Khalsa and Sons,29984.09,Petty cash reimbursement,0,0,0,1,1
2024-05-03,Lata-Balan,25000.0,Internet Charges,1,1,0,1,0
2025-01-14,"Arya, Saxena and Majumdar",5000.0,Payment for Internet Charges - Inv #707,0,1,0,1,0
2025-09-22,Sunder Inc,32003.41,Payment for Internet Charges - Inv #725,0,0,1,1,0
2025-09-20,Rattan-Dubey,63868.86,Payment for Professional Charges - Inv #212,0,0,1,1,0
2024-12-14,Wable-Sule,69012.07,Payment for Stationery Purchase - Inv #504,0,0,1,1,0
2026-02-21,Narayanan LLC,47737.58,Payment for Stationery Purchase - Inv #654,0,0,0,1,0
2025-08-30,Dube-Kant,6316.23,Payment for Stationery Purchase - Inv #761,0,0,0,1,0
2024-06-18,Dhar-Golla,25000.0,Payment for Professional Charges - Inv #888,0,1,1,1,0
2024-06-25,Dalal-Saha,26173.85,Payment for Stationery Purchase - Inv #357,0,0,1,1,0
2025-12-24,Kakar-Buch,47746.55,Payment for Monthly Office Rent - Inv #726,1,0,1,1,0
2025-04-06,"Ram, Devi and Seshadri",50000.0,Payment for Electricity Bill Payment - Inv #889,0,1,0,1,0
